UIUX,CLUB,BL,TARGET PRODUCT,TEST TYPE,COMPONENT,VARIABLE,JIRA URL,TARGET URL,TITLE,WINNER,STATUS,START DATE,TODAY'S DATE,PROJECTED END DATE,PROJECTED # OF DAYS,PROJECTED SAMPLE SIZE PER OFFER,PROJECTED LIFT,CURRENT FLIGHT (DAYS),ACTUAL END DATE,RETEST,TOTAL FLIGHT (DAYS),PRODUCTION LIVE DATE,AVG LIFT (%),PRIMARY GOAL,DESCRIPTION,LEARNINGS,BL REQUEST (Y/A:B:C)
MG,NE,txx,Car Rentals,Engagement,Widget,copy - cta,https://aaanortheast.atlassian.net/browse/TRAVEL-642,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_txxhome_widgetcopyhertz1218dsktp,ne_txx_txxhome_widget_copy_hertz_1218_dsktp,A,COMPLETED,"Tue, 12/11/18","Tue, 09/10",,,,,,"Wed, 12/26",FALSE,15,,-11.67%,Increase engagement with Hertz Promo Coupons link and create a cohesive experience from AAA to Priceline.,Hertz image + Promo Coupons v. Hertz image + Promo Codes,Changing the copy did not drive more engagement into the Car Rentals search page. 'Coupons' may also indicate larger savings than 'codes'.,
JR,NE,fxx,Hero Widget,Conversion,Hero,styling,,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/ne_fxx_fxxhome_herorearrange1218av,ne_fxx_fxxhome_hero_rearrange_1218_av,NONE,COMPLETED,"Tue, 12/11/18","Tue, 09/10",,,,,,"Thu, 12/13",FALSE,2,,,,,,
MG,NE,txx,Disney MVP,Engagement,Button,copy - cta,https://aaanortheast.atlassian.net/browse/TRAVEL-643,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_disney_ctacolor1218av,ne_txx_disney_cta_color_1218_av,B,COMPLETED,"Tue, 12/11/18","Tue, 09/10",,,,,,"Mon, 01/7/19",FALSE,27,1/7/2019,13.28%,"Increase engagement with Disney page, to drive to MVP lead funnel; and provide clarity for users. Focus on View Offers CTA v. Chat option.",Reverse View Offers v. Default View Offers,"Via analysis of the Activity Map on this page, many users interacted with the ‘Chat with an Agent’ button. 

I was curious if users were not aware that they are able to self serve to view Disney packages, as the outline button styling could indicate an inactive button against a white background.

Though ‘View Offers’ is the primary button, interaction is more obvious with the solid colored button.

Also, though not conclusively determined, Experience B had a positive impact ",
JR,OAC,dsx,Discounts,Engagement,Nav,copy - title,https://aaanortheast.atlassian.net/browse/MUL-971,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_dxx_oachome_navtitlecopy1218av,oac_dxx_oachome_nav_titlecopy_1218_av,A,COMPLETED,"Wed, 12/12/18","Tue, 09/10",,,,,,"Fri, 12/28",FALSE,16,,,,,Member Savings did not perform as well as Discounts,Y/lost
PM,NE,mxx,Membership,Conversion,Hero,image,,ne_mxx_joinfunnel_hero_image_1218_av,ne_mxx_joinfunnel_hero_image_1218_av+-+,NONE,COMPLETED,"Thu, 12/13/18","Tue, 09/10",,,,,,"Fri, 12/14",FALSE,1,,,Conversions to Membership Join,Changed hero to winter image vs. family in warmer climate clothing to increase conversions.,,
PM,NE,mxx,Upgrade Pricing,Conversion,Funnel,other,,ne_mxx_upgradefunnel_pricing_btn_1218_av,ne_mxx_upgradefunnel_pricing_btn_1218_av,A,COMPLETED,"Fri, 12/14/18","Tue, 09/10",,,,,,"Thu, 12/27",FALSE,13,,-13.43%%,        Increase Upgrade Conversions,Added pricing to ugrade buttons in funnel,,
PM,NE,mxx,Reinstate Member,Conversion,Funnel,other,https://aaanortheast.atlassian.net/browse/AD-1230,ne_mxx_reinstate_default_plus_vs_basic_1218_av,ne_mxx_reinstate_default_plus_vs_basic_1218_av,A,COMPLETED,"Mon, 12/17/18","Tue, 09/10",,,,,,"Thu, 12/27",FALSE,10,,-13.44%,Increase Reinstate Conversions,Default selection of Plus Membership Level vs. Basic Membership Level as default selection during member reinstate process.,,
JR,OAC,fxx,Auto Loans,Conversion,Hero,other,https://aaanortheast.atlassian.net/browse/MUL-651,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_fxx_oacfxxautoloanheroredesign1218av,oac_fxx_oacfxxautoloan_hero_redesign_1218_av,A,COMPLETED,"Mon, 12/17/18","Tue, 09/10",,,,,,"Wed, 01/23",FALSE,37,,,,,,
JR,NE,fxx,Mortgage,Conversion,Redesign,styling,https://aaanortheast.atlassian.net/secure/RapidBoard.jspa?rapidView=33&projectKey=MUL&modal=detail&selectedIssue=MUL-957&assignee=jre,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/ne_fxx_fxxmortgageredesignrearrange1218av,ne_fxx_fxxmortgage_redesign_rearrange_1218_av,NONE,COMPLETED,"Tue, 12/18/18","Tue, 09/10",,,,,,,FALSE,,,,MOre traffic to Mortgage Products,Created Tab interface ala Travel,Unclear data retuirned from the test. No clear direction. We see that people are looking at the Get Rates page a bunch so we are going to test in that direction.,
JR,NE,fxx,Finance Products,Engagement,5050,other,,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html?disableExpiredRedirect=true#activitydetails/A-B/ne_other_hp_5050removal1218av,ne_other_hp_5050_removal_1218_av,,PAUSED,"Tue, 12/18/18","Tue, 09/10",,,,,,,FALSE,,,,Measure page views of finance 5050,The finance 5050 was removed from the Home page to test out the impact it has on the business line & it's products.,,
PM,NE,mxx,Join Funnel,Engagement,Link,copy - cta,,ne_mxx_joinfunnel_giftmxx_link_1218_mbl,ne_mxx_joinfunnel_giftmxx_link_1218_mbl,B,COMPLETED,"Tue, 12/18/18","Tue, 09/10","Fri, 01/4",,,,,"Mon, 01/7",FALSE,20,,,"Measure clicks to Gift Membership against, Join Conversions",Added Gift Membership Link for all Gift Membership Levels respectively for Mobile only. Increase conversion of Gift without affecting Joins.,Increased gifts by 300 clicks and -.96% drop. Joins were not affected.,
PM,NE,mxx,Join Funnel,Conversion,Copy,copy - cta,https://aaanortheast.atlassian.net/browse/QA-2455,ne_mxx_joinfunnel_remove_copy_1218_av,ne_mxx_joinfunnel_remove_copy_1218_av,NONE,COMPLETED,"Tue, 12/18/18","Tue, 09/10",,,,,,"Wed, 01/23",FALSE,36,,2.20%,Measure Conversions to Join Levels,Removed membership copy and decreased padding to increase visibility of details below the fold.,No significant difference between A/B,
JR,OAC,ixx,Auto Insurance,Conversion,Form,redirect,https://aaanortheast.atlassian.net/browse/MUL-936,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_ixx_quoteformformredirect1218av,oac_ixx_quoteform_form_redirect_1218_av,A,COMPLETED,"Tue, 12/18/18","Tue, 09/10",,,,,,"Mon, 12/24",FALSE,6,,,Increase auto insurance lead form completes.,"Added blue banners to ""friendly copy"".","This test was geared toward increasing desktop completions. But, it showed continuously negative lift.",
JR,OAC,mxx,Join,Conversion,Link,copy - cta,,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html?disableExpiredRedirect=true#activitydetails/A-B/oac_mxx_jnprcng_herolinkcopy1218av,oac_mxx_jnprcng_hero_linkcopy_1218_av,NONE,COMPLETED,"Tue, 12/18/18","Tue, 09/10",,,,,,"Tue, 01/8",FALSE,21,,,Select Membership level as a way to measure what level members select when they enter the funnel.,,There was no siginifcant change in Join starts nor join completes. THe change was implemented for further testing on the pricing page.,
JR,NE,fxx,Hero Widget,Conversion,Hero,styling,https://aaanortheast.atlassian.net/browse/MUL-979,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_fxx_fxxhome_heroredesign1218stg4,ne_fxx_fxxhome_hero_redesign_1218_stg4,B,COMPLETED,"Wed, 12/19/18","Tue, 09/10",,,,,,"Tue, 01/15",FALSE,27,1/15/2019,,More interaction with icons,Changed order in this new design,The center spot gets more attention in this icon style.,
JR,OAC,mxx,My Account,Conversion,Redesign,copy - cta,https://aaanortheast.atlassian.net/browse/MUL-747,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_mxx_oacmyaccountwidgetredesign1218avusethisafterqa,oac_mxx_oacmyaccount_widget_redesign_1218_av,B,COMPLETED,"Wed, 12/19/18","Tue, 09/10",,,,,,"Fri, 12/28",FALSE,9,n/a,,,,"Implementing ""Cards"" for the Discounts, Travle and insurance links on tghe my account page increased interaction however it ht the Member Services interactions negativly. Next steps- apply card style to member service items.",
MG,NE,txx,Cruises,Engagement,Hero,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-635,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_cruises_heroimage1218av,ne_txx_cruises_hero_image_1218_av,NONE,COMPLETED,"Wed, 12/19/18","Tue, 09/10",,,,,,"Wed, 01/2",FALSE,14,,1.46%,Increase engagement with form. Minimize visual distraction on page to mimic look and feel of AAA landing page.,Three images v. one image header,"The removal of the two images in the header row did not have a significant impact on engagement. Potentially will retest in the future.
",
MG,NE,txx,MVP,Engagement,5050 - Image,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-649,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_txxhome_5050redesignsansparallax1218dsktp,ne_txx_txxhome_5050_redesign_sans_parallax_1218_dsktp,A,COMPLETED,"Wed, 12/19/18","Tue, 09/10",,,,,,"Fri, 01/4/19",FALSE,16,,-10.13%,Increase engagement with 5050 without negatively impacting MVP leads. Iteration 6 - sans parallax,Parallax v. No parallax,"For most of the flight of this test, Experience B had a negative impact on engagement and conversion rate to the MVP Lead form. Though it did not reach a conclusive 99.9% for both metrics, this test was turned off to mitigate business risk.
",
JR,NE,fxx,Auto Loans,Conversion,Funnel,copy - paragraph,,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html?disableExpiredRedirect=true#reports/A-B/ne_fxx_autolnappcopyfunnel1218av,ne_fxx_autolnapp_copy_funnel_1218_av,B,COMPLETED,"Wed, 12/19/18","Tue, 09/10",,,,,,"Tue, 01/15",FALSE,27,1/15/2019,,More loan completes,Add explanatory copy,the user again likes to hear about what is going to happen with thier data,
JR,OAC,dxx,Discounts,Conversion,Widget,other,https://aaanortheast.atlassian.net/browse/MUL-997,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_dxx_oachome_widgetrearrange1218av,oac_dxx_oachome_widget_rearrange_1218_av,B,COMPLETED,"Thu, 12/20/18","Tue, 09/10",,,,,,"Mon, 12/31",FALSE,11,12/31/2019,,More traffic to Discounts,Switch Discounts slider with finance 5050,The DIscounts widget on the home page got lots of interaction in both A and B but MORE interaction in B. The Finance 5050 did not gate much interaction in either. Moving an element up the page does help get it more action.,
JR,OAC,ccx,CCX Products,Conversion,5050 - Copy,copy - paragraph,https://aaanortheast.atlassian.net/browse/MUL-998,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_ccx_oachome_5050pcopy1218av,oac_ccx_oachome_5050_pcopy_1218_av,NONE,COMPLETED,"Fri, 12/21/18","Tue, 09/10",,,,,,"Fri, 01/4",FALSE,14,,,,,"Bad test, no purpose",
PM,NE,mxx,Membership Exp Renew,Conversion,Form,image,,ne_mxx_renew_samplebill_img_focus_1118_av,ne_mxx_renew_samplebill_img_focus_1118_av,,PAUSED,"Fri, 12/21/18","Tue, 09/10",,,,,,,FALSE,,,-3.91%,Express Renew Conversions,Added Sample Bill with AAA Card and set focus to Member # input field,,
MG,NE,txx,Car Rentals,Conversion,Button,copy - cta,https://aaanortheast.atlassian.net/browse/TRAVEL-655,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_carrentalspromocopy1218av,ne_txx_carrentals_promo_copy_1218_av,NONE,COMPLETED,"Wed, 12/26/18","Tue, 09/10",,,,,,"Wed, 01/30",TRUE,35,,5.80%,Increase conversion for Car Rentals. V1,Promo Coupons' v. 'Promo Codes',"Users engaged with the 'Promo Codes' copy more than 'Promo Coupons', however less users converted. 

An assumption can be made that users are more inclined to apply 'promo codes' than 'promo coupons' as coupons may imply a printable offer. However, the funnel does not highlight or showacse a error message if a user does not meet the criteria to apply the savings to their transaction. 

Further analysis is necessary to understand where the fallout occurs.",
JR,OAC,mxx,Membership Add,Conversion,Copy,copy - paragraph,https://aaanortheast.atlassian.net/browse/MUL-1000,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_mxx_oachome_copypcopy1218av,oac_mxx_oacadd_copy_pcopy_1218_av,NONE,COMPLETED,"Wed, 12/26/18","Tue, 09/10",,,,,,,FALSE,,,,,,We are going to try to create a simpler login flow like the GOOG,
JR,OAC,mxx,Membership Upgrade,Conversion,  ,copy - cta,https://aaanortheast.atlassian.net/browse/MUL-1001,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_mxx_oachome_ctatitlecopy1218av,oac_mxx_oacupgrade_cta_titlecopy_1218_av,A,COMPLETED,"Wed, 12/26/18","Tue, 09/10",,,,,,"Thu, 01/3",FALSE,8,,,Increase Upgrades,"Used ""upgrade Today""","The ""Today"" language has worked in Joins but doesn't seem to work in this application",
JR,NE,fxx,Auto Loans,Conversion,Widget,other,https://aaanortheast.atlassian.net/browse/MUL-874,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_fxx_autoloanrateswidgetfunnel1118av,ne_fxx_autoloanrates_widget_funnel_1118_av,B,COMPLETED,"Wed, 12/26/18","Tue, 09/10",,,,,,"Tue, 02/12",FALSE,48,,,,,,
MG,NE,txx,Cruises,Engagement,Form,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-648,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_crusies_formfieldshide0119av,ne_txx_cruises_form_fields_hide_0119_av,A,COMPLETED,"Wed, 01/2/19","Tue, 09/10",,,,,,"Thu, 01/10",FALSE,8,,-9.30%,Increase engagement with form - minimize visual distraction and mimic field requirements from widget.,"Hid 'Any Cruise Line', 'Any Cruise Ship', 'Any Promotion' and 'Travelers'","Users that land on this page also have high intentions of further searching for a cruise booking.

Based on the results of this test, it appears that users prefer to have visibility of all fields, despite low interaction. It may be due to the idea of having multiple fields will narrow down to the best rate possible for a cruise booking.

Interestingly enough, TST has removed the same fields hidden in their form the following week",
RB,NE,ixx,Offer Row Promo Boxes,Engagement,Offer Row,styling,https://aaanortheast.atlassian.net/browse/AT-394,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/ixx_nehome_or_redesign0119av,ixx_nehome_or_redesign_0119_av,B,COMPLETED,"Wed, 01/2/19","Tue, 09/10",,,,,,"Mon, 01/21",FALSE,19,,,Increase engagement/clicks on the offer row component.,Added border radius to image and offer text.,,
MG,NE,txx,MVP,Conversion,Copy,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-653,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_mvp_srchrsltsdescprices0119mbl,ne_txx_mvp_srchrslts_desc_prices_0119_mbl,NONE,COMPLETED,"Thu, 01/3/19","Tue, 09/10",,,,,,"Wed, 05/15/19",TRUE,132,,2.80%,Increase conversion to Get a Quote. V1 Removes pricing and description copy.,Remove description copy and pricing info on mobile view.,Paused to allow MVP Advanced Search to run.,
MG,NE,txx,MVP,Engagement,Card Carousel,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-625,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_txxhome_ftrdvctnsmvp1218dsktp,ne_txx_txxhome_ftrdvctns_mvp_0119_dsktp,B,COMPLETED,"Thu, 01/3/19","Tue, 09/10",,,,,,"Wed, 01/30/19",FALSE,27,,20.83%,"Increase engagement with featured vacations section, without negatively impacting MVP leads. ","CC with bottom copy v. CC with dark overlay
Paused  1/7 for Mark's test.",N/A. Rerunning for February as was paused in January to run a Disney test.,
PM,NE,mxx,Membership Exp Renew,Conversion,Form,image,,ne_mxx_renew_samplebill_img_0119_av,ne_mxx_renew_samplebill_img_0119_av,NONE,COMPLETED,"Thu, 01/3/19","Tue, 09/10",,,,,,"Wed, 01/23",FALSE,20,,0.88%,,,No significant difference between A/B,
PM,NE,mxx,Join Funnel,Conversion,Copy,image,,ne_mxx_payment_page_title_copy_0119_av,ne_mxx_payment_page_title_copy_0119_av,NONE,COMPLETED,"Thu, 01/3/19","Tue, 09/10",,,,,,"Tue, 01/15",FALSE,12,,,Increase conversions of Join Payment Processing,,Adding Secure Checkout title and Trusted SSL logo did not increase or decrease user confidence in payment processing.,
MG,NE,txx,Disney MVP,Conversion,Hero,copy - title,n/a,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/txx_disneyhome_giftcardoffermp,ne_txx_disney_hero_copy_0119_av,NONE,COMPLETED,"Fri, 01/4/19","Tue, 09/10",,,,,,"Thu, 01/24",FALSE,20,,11.46%,Increase conversion for Disney MVP.,General savings language v. Gift card language,"Based on the results of this test, it appears that the limited time offer copy attracted a smaller audience, and though these interested users converted at a higher rate, the copy ultimately drove less traffic into the Disney MVP funnel.

MVP Lead: 52:55; 5.63% lift at 22.55%
Hero CTA: 335:297; -11.46% lift at 90.11%
MVP Lead w/ Hero Click: 16:24; 49.80% at 79.47%
",
MG,NE,txx,Disney MVP,Conversion,Hero,copy - title,n/a,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/txx_travelhome_disneyoffermp,ne_txx_txxhome_ftrdvctns_disney_dsktp,B,COMPLETED,"Fri, 01/4/19","Tue, 09/10",,,,,,"Thu, 01/31",FALSE,27,,72.37%,Increase conversion for Disney MVP.,General savings language v. Gift card language,"Based on the results of this test, it appears that users were interested in the Disney offer with the gift card mentioned. 

Interestingly, this copy test was run for the hero on the Disney LP, which resulted in a negative lift. However, it may be that users have a different expectation when viewing the Disney LP versus the Featured Vacations section of the Travel Homepage.
",
JR,OAC,mxx,Login,Conversion,Funnel,copy - paragraph,https://aaanortheast.atlassian.net/secure/RapidBoard.jspa?rapidView=33&projectKey=MUL&modal=detail&selectedIssue=MUL-1021&assignee=jre,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_mxx_login_copypcopy0119av,oac_mxx_login_copy_pcopy_0119_av,NONE,COMPLETED,"Fri, 01/4/19","Tue, 09/10",,,,,,"Tue, 01/15",FALSE,11,,,,,Decided to implement a new login flow aka Renew Flow,
JR,OAC,ccx,Schedule Service,Conversion,Form,other,https://aaanortheast.atlassian.net/browse/MUL-999,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_ccx_schdsrvceformrearrange1218av,oac_ccx_schdsrvce_form_rearrange_1218_av,B,COMPLETED,"Fri, 01/4/19","Tue, 09/10","Mon, 02/18",45,214,25%,,"Mon, 02/4",FALSE,31,2/4/2019,,More Schedule Service COmpletes,Moved contact info to the bottom,,
JR,OAC,mxx,Join,Conversion,Funnel,image,https://aaanortheast.atlassian.net/secure/RapidBoard.jspa?rapidView=33&projectKey=MUL&modal=detail&selectedIssue=MUL-1009&assignee=jre,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_mxx_join_promobanfunnel0119av,oac_mxx_join_promoban_funnel_0119_av,NONE,COMPLETED,"Mon, 01/7/19","Tue, 09/10",,,,,,,FALSE,,,,MOre Join completes,Show banner in payment step,Though results are inconclusive we will implement the $15 experience in MBOXs through out the funnel because previous results were positive,
MG,NE,txx,Travel Products,Engagement,Hero,copy - title,https://aaanortheast.atlassian.net/browse/TRAVEL-650,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_txxhome_widgetherocopy1218av,ne_txx_txxhome_widget_hero_copy_1218_av,NONE,COMPLETED,"Mon, 01/7/19","Tue, 09/10",,,,,,"Thu, 02/7",FALSE,31,,-0.17%,"Increase engagement with Travel Widget, without negatively impacting conversions.",Explore member exclusive travel deals on thousands of departures to almost anywhere in the world.,"Based on the results of this test, it appears that the copy did not impact engagement with the widget.

It may be due to the ‘exclusiveness’ of the savings attributed to members only, that may have impacted engagement with the widget. 
",
JR,OAC,ixx,Auto Insurance,Conversion,Hero,copy - cta,,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html?disableExpiredRedirect=true#activitydetails/A-B/oac_ixx_autoixx_herotitlecopy0119av,oac_ixx_autoixx_hero_titlecopy_0119_av,NONE,COMPLETED,"Tue, 01/8/19","Tue, 09/10",,,"1,368",20%,,"Mon, 02/18",FALSE,41,,,Increase Auto Ixx quote starts,Introduced specific % of savings,The specific percentage was not a statistically significant enough to greatly influence users,
JR,OAC,mxx,Join,Conversion,Redirect,other,,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html?disableExpiredRedirect=true#reports/A-B/oac_mxx_jnprcng_redirectlp0119av,oac_mxx_jnprcng_redirect_lp_0119_av,,PAUSED,"Tue, 01/8/19","Tue, 09/10",,,,,,,FALSE,,,,,,,
JR,OAC,mxx,Join,Conversion,Form,styling,https://aaanortheast.atlassian.net/browse/MUL-1010,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_mxx_join_formredesign1218avcopy,oac_mxx_join_form_redesign_1218_av_no_ie,A,COMPLETED,"Wed, 01/9/19","Tue, 09/10",,,,,,"Thu, 01/31",FALSE,22,,,,,,
JR,OAC,txx,Navigation,Engagement,Nav,copy - cta,https://aaanortheast.atlassian.net/browse/MUL-1035,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_dxx_navigationnavlinkcopy0119av,oac_txx_navigation_nav_linkcopy_0119_av,A,COMPLETED,"Wed, 01/9/19","Tue, 09/10",,,,,,"Wed, 01/23",FALSE,14,,,,,Discounted Tickets vs Attraction Tickets,
JR,OAC,ccx,Navigation,Engagement,Nav,copy - cta,https://aaanortheast.atlassian.net/browse/MUL-1034,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_ccx_navigationnavlinkcopy0119av,oac_ccx_navigation_nav_linkcopy_0119_av,NONE,COMPLETED,"Wed, 01/9/19","Tue, 09/10",,,,,,"Mon, 02/11",FALSE,33,,,Car Care plus Nav,"EXP A : Promotion 
EXP B: Deals & Rebates",,
JR,OAC,dxx,Navigation,Engagement,Nav,copy - cta,https://aaanortheast.atlassian.net/browse/MUL-1033,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_txx_nav_nav_linkcopy0119av,oac_dxx_nav_nav_linkcopy_0119_av,NONE,COMPLETED,"Wed, 01/9/19","Tue, 09/10",,,,,,"Mon, 02/11",FALSE,33,,,Discounts Nav ,"EXP A: Luggage & Bags
EXP B: Delsey Luggage",,
RB,NE,ixx,Insurance Products,Engagement,Hero,styling,https://aaanortheast.atlassian.net/browse/AT-395,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/ne_ixx_ixxhome_heroimage0119av,ne_ixx_ixxhome_hero_image_0119_av,,PAUSED,"Thu, 01/10/19","Tue, 09/10",,,,,,,FALSE,,,,Increase engagement using the Insurance widget.,"(new hero image, smaller widget).",,
JR,OAC,mxx,Renew,Conversion,Funnel,other,https://aaanortheast.atlassian.net/secure/RapidBoard.jspa?rapidView=33&projectKey=MUL&modal=detail&selectedIssue=MUL-828,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html?disableExpiredRedirect=true#reports/A-B/oac_mxx_rnwlogn_redirectfunnel0119avrnd2,oac_mxx_rnwlogn_redirect_funnel_0119_av,B,COMPLETED,"Fri, 01/11/19","Tue, 09/10",,,,,,"Tue, 01/22",FALSE,11,,,Increase engagement/clicks using the Insurance widget coming from the AAA.com/Boston digital campign.,"Multiple iterations - smaller widget aligned left, new hero image (winter theme). We also changed the Auto Insurance 5050 image to a winter theme so that the hero and 5050 are cohesive. This test targets all visitors.",Understanding what the user needs without asking creates a seamless experience that is easy and effortless,
RB,NE,ixx,Auto Insurance,Conversion,Funnel,styling,https://aaanortheast.atlassian.net/browse/AT-403,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_ixx_ezlynx_header0119mbl,ne_ixx_ezlynx_header_0119_mbl,NONE,COMPLETED,"Tue, 01/15/19","Tue, 09/10",,,,,,"Thu, 02/14",FALSE,30,,,Increase conversions for NY EZLynx Auto Insurance.,Make AAA Northeast header visible on mobile EZLynx NY application get more conversions.,,
MG,NE,txx,Hotels,Conversion,Nav,other,https://aaanortheast.atlassian.net/browse/TRAVEL-657,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_nav_hotel0119mbl,ne_txx_nav_hotel_0119_mbl,B,COMPLETED,"Tue, 01/15/19","Tue, 09/10",,,,,,"Fri, 02/1",FALSE,17,,144.31%,"Increase conversion for hotels by promoting PPN monthly sale in mobile nav, without negatively impacting other travel product performance.",Addition of promo space on mobile nav,"Based on the data of this test, it can be assumed that users did not recognize the promo space as a interactive item. However, those that were presented with this experience converted significantly higher than those who were not.

It appears that the message is complimentary to drive traffic to a product with a promotional sale. 
",
PM,NE,mxx,Join Funnel,Conversion,Hero (400),image,,ne_nemxx_homepage_hero_image_0119_av,ne_nemxx_homepage_hero_image_0119_av,NONE,COMPLETED,"Tue, 01/15/19","Tue, 09/10",,,,,,"Wed, 01/23",FALSE,8,,7.47%,Increase conversion of Membership Joins.,Added an appropriate image for the current winter season.,No significant difference between A/B,
PM,NE,mxx,My Account,Conversion,Banner,styling,,ne_mxx_myaccount_hide_blue_header_0119_dsktp,ne_mxx_myaccount_hide_blue_header_0119_dsktp,B,COMPLETED,"Tue, 01/15/19","Tue, 09/10",,,,,,"Thu, 01/17",FALSE,2,,,Increase My Account engagement and conversion by iterating towards another design.,Removed top blue header and added Membership number to side nav for desktop only.,Main products had increased clicks. RSA had increased clicks but than dropped. Secondary product clicks were down. Having the top bar doesn't seem to have any affect on the member.,
PM,NE,mxx,My Account,Conversion,Link Copy,copy - title,https://aaanortheast.atlassian.net/browse/QA-2502,ne_mxx_myaccount_vs_login_0119_av,ne_mxx_myaccount_vs_login_0119_av,NONE,COMPLETED,"Tue, 01/15/19","Tue, 09/10",,,,,,"Wed, 01/23",FALSE,8,,-1.41%,Increase user engagement and drive down calls to the support center. ,Testing Copy -My Account vs Login on both Mobile and Desktop.,No significant difference between A/B,
MG,NE,txx,MVP,Conversion,Image,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-606,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne_txx_mvp_lp_sliderposition1118av,ne_txx_mvp_lp_slider_position_0119_dsktp,NONE,COMPLETED,"Wed, 01/16/19","Tue, 09/10",,,,,,"Mon, 02/18/19",FALSE,33,,0.10%,Increase conversion for MVP Lead . V1 - swap position of image slider.,Image Slider left v. right,"Though Experience B had a longer duration of a positive impact for MVP conversions, it was not significant enough to determine as a conclusive winner.
",
